Link,Job Title,Company,Date Posted,Location,Requirements
https://ca.indeed.com/rc/clk?jk=32173e0215069535&bb=cmbfVWPq50fCnMtyFfCHPn_z3Ng3TUJCPVdMcdYxFeiRkw-Dq3yWrIQmQn5vWB8y73xvkW8f6g-4my94eGRZfieJuBK7eUeW5MxHhwDyCj7TWNTdhyw6IvhQuLpdIKz4&xkcb=SoCV67M3-rXlFr0TU50AbzkdCdPP&fccid=7a42023973271742&vjs=3,Machine Learning Resident (12 months),Alberta Machine Intelligence Institute,PostedPosted 24 days ago,"Hybrid work in Edmonton, AB","['Utilize a range of ML and NLP approaches to detect and flag racist/hate speech within natural language, including RAG methods leveraging multiple open-source Large Language Models (LLMs) as well as supervised learning methods', 'Perform prompt engineering with different LLMs, evaluate the performance and establish baselines', 'Fine-tune LLMs if necessary based on the performance of baseline', 'Collaborate with the project team and Indigenous domain experts to iteratively curate training data', 'Participate in regular meetings with the client and stakeholders, preparing presentations and reports', 'Research and implement different approaches to the problem from literature as well as publicly available tools. Perform exploratory data analysis and statistical analysis to understand the nuance of the data as well as model performance.', 'Familiarity with and hands-on experience with the state-of-the-art open-source LLMs (e.g., through HuggingFace)', 'Experience using NLP tools and techniques', 'Proficient in developing and training, fine-tuning and evaluating deep neural network models in PyTorch and/or TensorFlow', 'Proficient in Python programming language and related ML frameworks, libraries and toolkits', 'Familiarity with linux, Git version control, and writing clean code', 'A positive attitude towards learning and understanding a new applied domain', 'Must be legally eligible to work in Canada', 'Completion of a Computer Science (or a related graduate degree program) MSc. or PhD with specialization in NLP or Generative AI', 'Publication record in peer-reviewed academic conferences or relevant journals in machine learning (specifically NLP or Generative AI)', 'Desire to take ownership of a problem and demonstrated leadership skills', 'Interdisciplinary team player enthusiastic about working together to achieve excellence', 'Capable of critical and independent thought', 'Able to communicate technical concepts clearly and advise on the application of machine intelligence', 'Intellectual curiosity and the desire to learn new things, techniques, and technologies']"
https://ca.indeed.com/rc/clk?jk=e6b5e42ea3fd5df5&bb=cmbfVWPq50fCnMtyFfCHPnU5dqyOiaM4tztU7BeXbT8NLlD-ZZKMFJfm0Clojw4k3DFZcUNbNWckEIzKV4LP01S700kEOdK5AqPkT3jVZYEJ4ZVkbu-JxMeOABIDZ3FW&xkcb=SoCv67M3-rXlFr0TU50GbzkdCdPP&fccid=e6babae295ce401e&vjs=3,Software Co-op: Machine Learning Operations (Fall 2024),Sanctuary AI,PostedPosted 9 days ago,"Vancouver, BC","[' Pursuing or completing a bachelor’s degree in computer science or a related technical field', ' Strong programming skills in Python', ' Experience with observability stacks such as Grafana, Splunk, or Datadog', ' Experience with training and deploying machine learning models', ' Familiarity with ML Ops platforms such as Weights & Biases or ClearML', ' Familiarity with robotics (ROS)']"
https://ca.indeed.com/rc/clk?jk=110cd9acc3180385&bb=bvV8sTOAjuXhMa6KDsyZZ6Lw7Hf7uW4HXIf80XZ4GeSFC3ckxIq1bxPZO0VdW09tptS8BJrG4gywmuokcaxl9RLl2e0kBkSIabaPoo6rjmb4uinafGAhuByqnC3570gO&xkcb=SoCB67M3-rXlOgapFB0KbzkdCdPP&fccid=52d9e4be226f3ea9&vjs=3,Applied ML Engineer | Ingénieur(e) en ML appliquée,MaintainX,PostedPosted 3 days ago,"Montréal, QC","['Experience with OCR to develop solutions to extract text from various document formats.', 'Experience with Computer vision to develop and deploy computer vision models for tasks such as object detection, recognition, and segmentation.', 'Experience with Supervised or Unsupervised Time-Series modeling.', 'Experience with Agentic approaches, including LLM-driven Function Calling or Chain of Thought prompting.']"
https://ca.indeed.com/rc/clk?jk=46e72f394cefdb55&bb=bvV8sTOAjuXhMa6KDsyZZwUnJwKGVsyPmssCihFz4mosK_GhrnxgX36s61WOq09_sdntvL4BJskBc4ihDiYDk3ToHDGJlNDchQahdxbZ_WuB9Abo5_3XHZjgcMdg01vP&xkcb=SoCo67M3-rXlOgapFB0IbzkdCdPP&fccid=449b95f4d58413c3&cmp=SiftMed&ti=Machine+Learning+Engineer&vjs=3,Senior Machine Learning Engineer,SiftMed,PostedPosted 1 day ago,Remote,"['BSc or higher in Physics, Computer Science, or a related discipline', 'Minimum of 8 years of experience with large-scale data and analytics solutions', 'A strong team player and works well within a diverse, cross-functional team.', 'Ability to use different approaches to solve hard data oriented problems', 'Highly skilled in SQL databases (Postgres preferred), as well as others such as NoSQL or graph.', 'Skilled in one or more scripting languages. Python is required.', 'ML/NLP tools/packages such as Spacy, scikit-learn, pyTorch, NLTK', 'Experience using AWS, Docker, Kubernetes, Git, bonus points if you’re a Bash nerd', 'Proficiency producing and communicating technical reports and findings', 'Good understanding of API development, ETL processes and integrations', 'Experience with agile delivery methodologies, proof of concepts and prototyping', 'Above and beyond: experience working with data warehouses and data lakes.']"
https://ca.indeed.com/rc/clk?jk=5781ce639bfea160&bb=bvV8sTOAjuXhMa6KDsyZZ9n4vmdN3LgcfGQB2hSz4StA9On9yw5wZwgW8R5SSPkgHknrsZ9a04eX9xhOhVgTkvWI0Cw9bosqGe5vjij5z45E2JCD-ZUQxaZXoXA9WtA7&xkcb=SoCS67M3-rXlOgapFB0ObzkdCdPP&fccid=248e604a1629acaf&vjs=3,Sr. Data Scientist,Conexiom,PostedPosted 30+ days ago,"Vancouver, BC","[' Bachelor’s or Master’s degree in Computer Science, Data Science, Machine Learning, Statistics, or a related field.', ' 3+ years’ experience in implementing scalable ML systems into production environment.', ' Experience in all parts of the lifecycle of ML projects, including initial conceptualization, data handling, model development, and deployment.', ' Proficiency in programming languages including Python.', ' Experience with machine learning frameworks and libraries such as TensorFlow, PyTorch, Scikit-Learn, etc.', ' Experience developing python APIs using tools such as FastAPI.', ' Knowledge of database technologies (SQL, MongoDB, Databricks) and data pipeline tools.', ' Familiar with ML CI/CD pipelines for development, testing, versioning, and task automation.', ' Familiar with cloud platforms (AWS, GCP, Azure) and containerization (Docker, Kubernetes).', ' Experience building an enterprise class business automation solution a plus.', ' Experience working in a SaaS environment a plus.', ' Stay updated with the latest advancements in machine learning, AI, and data science.']"
https://ca.indeed.com/rc/clk?jk=67d951ff1c329316&bb=bvV8sTOAjuXhMa6KDsyZZ4YkclGGEmDhJ9fbaLHe_dcAWj4SP84--S1hDV4ICqc_uamrECdLmjyS9Gtqde-XB__Os1mi_aE8yH6SY1yp1y1GZ3-Tse5AFyS62ekfYdq7&xkcb=SoAP67M3-rXlOgapFB0NbzkdCdPP&fccid=ac747cfaa2c85912&vjs=3,Senior Machine Learning Engineer,Movable Ink,PostedPosted 4 days ago,"Remote in Toronto, ON","['6+ years of machine learning experience', 'Advanced degree or equivalent experience in Computer Science, Mathematics, Engineering, or related technical field', 'Experience building and training models using common deep learning frameworks (we use PyTorch), as well as other typical scientific and ML libraries in Python (sklearn, XGBoost, etc.)', 'Solid understanding of machine learning theory and fundamentals', 'Solid software engineering skills (design, unit testing, git, code review, CI/CD)', 'Experience with large-scale data processing frameworks (SQL, PySpark)', 'Experience with cloud computing platforms (GCP)', 'Able to collaborate with product managers and other engineering teams', 'A desire to always be learning and contributing to a collaborative environment']"
https://ca.indeed.com/rc/clk?jk=71e3d9712e4ec69d&bb=bvV8sTOAjuXhMa6KDsyZZz9-u1BixhhKjEbOOJrLJHHTvNi0nklzLpbuQBADhyEkH9GJWDkwtrOA7O5nJ74CifB-qf18xFuhxgSQ-1VXr_OFChbUWiC1290J-5NZsw7w&xkcb=SoC767M3-rXlOgapFB0MbzkdCdPP&fccid=076d86222c0cb9dc&vjs=3,Senior AI Researcher,Leonardo.Ai,PostedPosted 29 days ago,Remote,"[' Extensive experience in Python, deep learning frameworks, cloud computing, and software engineering.', ' Knowledge of natural language processing, computer vision, ML model training, and data pipeline model creation.', ' A team player attitude, capable of collaborating with cross-functional teams.', ' Curiosity and the ability to stay on top of new and changing tools and techniques in the AI space.', ' PhD in AI, with experience in data, ML, and AI research.', ' Proven track record of writing research papers in NLP or CV and contributions to open-source AI code or repositories.']"
https://ca.indeed.com/rc/clk?jk=66cd1b5ba80f75c6&bb=bvV8sTOAjuXhMa6KDsyZZyzihyJWduIuQAhJ4fIcrfHS8Ee0j76mnF-JomauSsNNUNv4MbHAT7e_wTOmssZdIyBcBn9v8CKm3lmLM7UwUaO21RIRvWdhvQDMAwA4yY8U&xkcb=SoBS67M3-rXlOgapFB0DbzkdCdPP&fccid=73d6388e7da3914e&cmp=Experior-Financial-Group-Inc.&ti=Lead+Machine+Learning+Engineer&vjs=3,AI Implementation Lead,Experior Financial Group Inc,EmployerActive 2 days ago,"Hybrid work in Guelph, ON","['Degree, Diploma or equivalent experience in a related field required.', '3 years of experience working with AI required.', '3 years of experience in Product Management preferred.', 'Ability to set and manage competing priorities.', 'Superior communication skills, both verbal and written, and a proven ability to translate technical jargon into clear understandable language.', 'Able to handle stressful situations with a positive, can-do attitude.', 'Reliable and trustworthy.', 'Excellent time management and organizational skills.', 'Exceptional analytical skills.', 'An ability to thrive while working with tight deadlines and multiple, changing priorities.', 'Attention to detail and accuracy.', 'Take initiative and be willing to find the answer.', 'Positive attitude and responsive to feedback', 'Have exceptional problem-solving skills.']"
https://ca.indeed.com/rc/clk?jk=b6d08550e8556d90&bb=bvV8sTOAjuXhMa6KDsyZZ48Zq4OpTbDyr-n5BDHSsEFBJIPFvx0gl38SPjriMukJ0c1agmTwCLQvYd20WTw9gWAPegCueTTU4bvZaohuW-jVqlvFDzQq0wqvnkjLnBJd&xkcb=SoDm67M3-rXlOgapFB0CbzkdCdPP&fccid=6e5b6a016b111d3c&vjs=3,Business Intelligence Analyst,Spartan Controls Ltd.,PostedPosted 5 days ago,"Calgary, AB","[' Conduct interviews with business stakeholders to identify opportunities for efficiency gains or delivering insights', ' Gather and document business requirements while considering architectural goals and strategies', ' Experience with business and technical requirements analysis, elicitation, modeling, verification, and methodology development', ' Experience participating in the design, development, and implementation of analytic solutions', ' Solid business acumen for operations, marketing, and financial models']"
https://ca.indeed.com/rc/clk?jk=d273bbe083ec9b7a&bb=bvV8sTOAjuXhMa6KDsyZZw1WMyGlREsusZKCgYwuviAQP1GceQ8HmKA7PoGEEffIuG3mtkFXIlgUJs11kQRFH83ImuojHiPMSaqP7O2o8m0YAl89mVrZQD-KroD5XeYP&xkcb=SoB767M3-rXlOgapFB0BbzkdCdPP&fccid=7442885bc0fa7c14&vjs=3,Staff AI Red Team Engineer,ServiceNow,EmployerActive 14 days ago,"Toronto, ON","[' Strong analytical and problem-solving skills.', ' Strong analytical and problem-solving skills.', ' Knowledge of existing and emerging standards (e.g. EO 14110, NIST AI RMF, etc) and research in security testing of AI Systems.']"
https://ca.indeed.com/rc/clk?jk=e1b239fc0141a91b&bb=bvV8sTOAjuXhMa6KDsyZZ70g5yy2IGMBzMVAojYNNhYKJHxWVDgyhvJp6eH_texSoxFt7U6lKtuFsnyg69mkfOQR-POT6QBKv1KueofrHri_iN1Sdy_G-A%3D%3D&xkcb=SoDP67M3-rXlOgapFB0AbzkdCdPP&fccid=3a429036b3725efa&vjs=3,Senior Finance Data Analyst (Loan Default Data),BMO Financial Group,PostedPosted 30+ days ago,"Toronto, ON","[' Bachelor’s Degree in Accounting or Finance (preferred) or Data/Computer Science', ' Typically, between 5 - 7 years of relevant experience in Financial Reporting as a Data Analyst (financial data related to loans, credit, etc)', ' Skilled in working with SAP S/4 HANA, SQL, APMS, LoanIQ, MS Excel', ' Deep knowledge and technical proficiency gained through extensive education and business experience.']"
https://ca.indeed.com/rc/clk?jk=66f696e77cac8d41&bb=bvV8sTOAjuXhMa6KDsyZZ4yz7flIRKqCzgvqsYTA8-e7s4DuFMoLN_uOSMSPjKG1pHBxHGQjd2YPTeEj2ePRDxGARgkamYpHthhz7anV8BCGLMnTQ5A905bgFkny6TTA&xkcb=SoBB67M3-rXlOgapFB0HbzkdCdPP&fccid=7136762d065a5ad7&vjs=3,Physics-Informed Machine Learning Intern,Autodesk,PostedPosted 12 days ago,"Toronto, ON","['\n\n     Currently pursuing a PhD degree in Engineering, Physics, Mathematics, Computer Science, or other related disciplines\n   ', '\n\n     Experience with reduced order models and data-driven methods in simulation\n   ', '\n\n     Experience with development of physics simulation tools and numerical solvers\n   ', '\n\n     Experience with AI model training and ecosystems (PyTorch, TensorFlow, Flax etc)\n   ', '\n\n     Experience and excellent knowledge of Python\n   ', '\n\n     Experience in publishing at top-tier conferences and journals\n   ']"
https://ca.indeed.com/rc/clk?jk=6884af336fcc0911&bb=bvV8sTOAjuXhMa6KDsyZZ92hZJ7Ofr62AVdSfdQUJi31BCTEWIPa77rRfCnQDqOD-Fw-6w0g_6izwxfUjlmHTIugdKHy_0Y5tXMTHqzJPEIuEViUDxceKiYC6DMPwCnK&xkcb=SoBo67M3-rXlOgapFB0FbzkdCdPP&fccid=2bac6716aba73974&vjs=3,Machine Learning Engineer,NTENT,PostedPosted 16 days ago,"Toronto, ON","['Graduate degree in Computer Science with a strong background in machine learning required.', 'Strong problem-solving abilities, solid background in algorithms and data structures required.', 'Strong programming skills in Python and Scala required. Experience in other programming languages (eg. Java, R, Haskell) a plus.', 'Solid knowledge of machine learning tools (eg. scikit-learn, tensorflow, keras, pytorch, Spark MLlib) required.', 'Experience with distributed and streaming data technologies (eg. Hadoop, Spark, Kafka) required.', ""Experience with building and deploying API's with Docker and Kubernetes required."", 'Experience with natural processing tasks (eg. named entity recognition, language modeling, vector representations) required.', 'Experience with Elastic Search, Lucene a plus but not required.', 'Experience with ranking algorithms a plus but not required.', 'Experience with interactive machine learning (eg. active learning, reinforcement learning, machine teaching) a plus but not required.']"
https://ca.indeed.com/rc/clk?jk=56e54dab00334fc1&bb=PeHU9uj3e84LWKbY5-gPppTb-gW8YwdS3uJBYh7VEl4JNAOl9MVh_hVRs-tN8pDOoxP_uWUimTg_NAjYvQFIc7vTWk1566SeMzjySdzfFZxtk3HIsdtcrIezPje7o_bJ&xkcb=SoD167M3-rXlKf0TU50LbzkdCdPP&fccid=d6ece848e860b55d&vjs=3,Power BI Developer - Data and Analytics,kdc/one,PostedPosted 30+ days ago,"Longueuil, QC","['Power BI development and administration knowledge', 'SQL knowledge.', 'Knowledge of data modeling principles.', 'Ability to coordinate and manage resources for a specific project.', 'Demonstrated organizational skills: time management and planning.', 'Familiar with big data technologies and modern Cloud Data warehousing tools.', 'Knowledge of trends and developments in the fields of data visualization and data analytics.', 'Effective written and oral communication skills. Bi-lingual (French/English) preferred.', 'Passionate about problem solving.', 'Demonstrated ability to learn new technology and tools.']"
https://ca.indeed.com/rc/clk?jk=2f224223d841c476&bb=PeHU9uj3e84LWKbY5-gPph8DvE_LKieEex7DFSLdSaYpGhkSmzLxx3mDGLibkyUU6C7JiIIPVEJ6bejO3B5xoUghextqZd9QdxXiNX_9Qg36ehH2SOBll7WghIRBIKEK&xkcb=SoDm67M3-rXlKf0TU50PbzkdCdPP&fccid=25c58e1028087311&vjs=3,"VP, Data, Automation, & AI",Canada Goose Inc.,EmployerActive 11 days ago,"Toronto, ON","[' Ability to influence stakeholders across business functions for enterprise adoption and change management.', ' Strategic thinker with a problem-solving mindset.', ' Strong understanding of data risk, data governance and data as a product.', ' Experience leading technical teams at the intersection of governance, automation, and model development, preferably in a global setting.', ' Experience with data privacy laws and regulations, and the ability to operationalize from policy to process and procedures.', ' Knowledge deidentified / test data creation and management, with a focus on data security and privacy.', ' Proven expertise in designing data platforms for large-scale data and diverse data architectures, including warehouses, lakehouses, and integrated data stores', ' Experience with data security (including PHI and PII), as well as data privacy regulations (CCPA and GDPR)', ' Proficient in addressing data-related challenges through analytical problem-solving and aligning data architecture with organizational business goals and objectives', ' Exposure to analytics techniques using ML and AI to assist data scientists and analysts in deriving insights from data', ' Analytical and problem-solving skills to address data-related challenges and find optimal solutions', ' Ability to manage projects effectively, plan tasks, set priorities, and meet deadlines in a fast-paced environment', ' Proven experience as a Data Architect or Data Engineer with hands-on experience in designing and implementing data solutions on Azure Data Lake and AWS.', ' Strong understanding of cloud services and data architecture principles.', ' Proficiency in data integration and ETL concepts and practical experience with cloud technologies.', ' Knowledge of data storage and processing technologies in Azure, including Azure Data Lake Storage, Azure Data Lake Analytics, and Azure Synapse Analytics and legacy SQL Data Warehouse.', ' Experience with data transformation and data preparation tools and techniques.', ' Knowledge of data security and compliance practices in the Azure cloud environment.', ' Familiarity with data cataloging and metadata management tools and practices.', ' Azure certifications related to data and analytics (e.g., Microsoft Certified: Azure Data Engineer Associate) are a plus.', ' Strong experience in data architecture and design, knowledge and expertise with GenAI related technologies: Foundation models/GPT, LLM/SLM, vector databases, AI Search/vector search, Langsmith, prompt engineering', ' Expertise with modern data architecture and platforms, experience with a variety of database technologies, including relational databases (e.g., SQL Server, Oracle, MySQL), NoSQL databases (e.g., MongoDB, CosmosDB, Cassandra), and cloud-based database services (e.g., Azure SQL Database, Databricks, BigQuery, Snowflake, Amazon RDS)', ' Manage multiple data integration/ETL patterns: batch, streaming, API/microservices', ' Understanding of implementation of architecture using Azure data technology stack', ' Hands-on experience with data integration tools (e.g., ADF, Synapse, DataBricks) and ETL development', ' Proficiency in designing conceptual, logical, and physical data models to represent organizational data assets and facilitate efficient data storage, retrieval, and analysis', ' Knowledge of data governance frameworks, policies, and best practices to ensure data quality, integrity, security, and compliance with regulatory requirements', ' Excellent leadership and communication skills, with the ability to collaborate across various business functions.', ' Excellent leadership, communication, and project management skills.', ' Experience with modern cloud and reporting tooling (AWS, GCP, Azure, PowerBI, Looker, Domo, etc.)', ' Minimum of 12 years with progressive experience in a senior data management role, Data Architecture and Data Engineering experience, including team leadership', ' Bachelor’s or Master’s degree in business, Computer Science, Data Science or a related field.', ' Ability to influence stakeholders across business functions for enterprise adoption and change management.', ' Strategic thinker with a problem-solving mindset.', ' Strong understanding of data risk, data governance and data as a product.', ' Experience leading technical teams at the intersection of governance, automation, and model development, preferably in a global setting.', ' Experience with data privacy laws and regulations, and the ability to operationalize from policy to process and procedures.', ' Knowledge deidentified / test data creation and management, with a focus on data security and privacy.', ' Proven expertise in designing data platforms for large-scale data and diverse data architectures, including warehouses, lakehouses, and integrated data stores', ' Experience with data security (including PHI and PII), as well as data privacy regulations (CCPA and GDPR)', ' Proficient in addressing data-related challenges through analytical problem-solving and aligning data architecture with organizational business goals and objectives', ' Exposure to analytics techniques using ML and AI to assist data scientists and analysts in deriving insights from data', ' Proven experience as a Data Architect or Data Engineer with hands-on experience in designing and implementing data solutions on Azure Data Lake and AWS.', ' Strong understanding of cloud services and data architecture principles.', ' Proficiency in data integration and ETL concepts and practical experience with cloud technologies.', ' Knowledge of data storage and processing technologies in Azure, including Azure Data Lake Storage, Azure Data Lake Analytics, and Azure Synapse Analytics and legacy SQL Data Warehouse.', ' Experience with data transformation and data preparation tools and techniques.', ' Knowledge of data security and compliance practices in the Azure cloud environment.', ' Familiarity with data cataloging and metadata management tools and practices.', ' Azure certifications related to data and analytics (e.g., Microsoft Certified: Azure Data Engineer Associate) are a plus.', ' Strong experience in data architecture and design, knowledge and expertise with GenAI related technologies: Foundation models/GPT, LLM/SLM, vector databases, AI Search/vector search, Langsmith, prompt engineering', ' Expertise with modern data architecture and platforms, experience with a variety of database technologies, including relational databases (e.g., SQL Server, Oracle, MySQL), NoSQL databases (e.g., MongoDB, CosmosDB, Cassandra), and cloud-based database services (e.g., Azure SQL Database, Databricks, BigQuery, Snowflake, Amazon RDS)', ' Manage multiple data integration/ETL patterns: batch, streaming, API/microservices', ' Understanding of implementation of architecture using Azure data technology stack', ' Hands-on experience with data integration tools (e.g., ADF, Synapse, DataBricks) and ETL development', ' Proficiency in designing conceptual, logical, and physical data models to represent organizational data assets and facilitate efficient data storage, retrieval, and analysis', ' Experience with modern cloud and reporting tooling (AWS, GCP, Azure, PowerBI, Looker, Domo, etc.)']"
https://ca.indeed.com/rc/clk?jk=99f896d6bafe897b&bb=PeHU9uj3e84LWKbY5-gPprjBv2LrFfvjvj0Gcne8agNPjwdDhBb90JMGkyxKg0xc3IjLJ9gxndqr6DCIoRQYNrDSl50iyBsl6FBC9nPTpp-bzVr4ZSkBHg%3D%3D&xkcb=SoDP67M3-rXlKf0TU50NbzkdCdPP&fccid=a7c5036618407010&vjs=3,Scientifique des Données Sénior.e / Senior Data Scientist AI & Innovation,McKesson,PostedPosted 8 days ago,"Saint-Laurent, QC","[' Licence en science des données, informatique, statistiques, mathématiques ou domaine connexe (master préféré).', "" Plus de 7 ans d'expérience en science des données, avec une spécialisation en IA et apprentissage automatique."", ' Maîtrise de Python ou R, ainsi que des bibliothèques de manipulation de données (par exemple Pandas, NumPy, scikit-learn).', ' Expérience des technologies Big Data et des plateformes cloud.', ' Solides connaissances en SQL et en outils de visualisation de données.', ' Excellentes compétences analytiques et de résolution de problèmes.', ' Excellentes compétences en communication et en présentation.', ' Bilingue (français et anglais) préféré.', ' Bachelor’s degree in Data Science, Computer Science, Statistics, Mathematics, or a related field (Master’s preferred).', ' 7+ years of experience in data science, with a focus on AI and machine learning.', ' Proficiency in Python or R, and data manipulation libraries (e.g., Pandas, NumPy, scikit-learn).', ' Experience with big data technologies and cloud platforms.', ' Strong knowledge of SQL and data visualization tools.', ' Excellent analytical and problem-solving skills.', ' Strong communication and presentation skills.', ' Bilingual (French and English) preferred.']"
https://ca.indeed.com/rc/clk?jk=1a5b3dd5f9813071&bb=PeHU9uj3e84LWKbY5-gPpoL63aHmBg9YSsnZORYQC-UN2xCKlSzFweWVN12xzfhpUnLc6JfTZoECanVD4N-KRG5g4QgQAyHIPNXUEuPDXMt2A4j3XNXu0l52XoXQWzDZ&xkcb=SoAm67M3-rXlKf0TU50CbzkdCdPP&fccid=bdd9fb570d2d8934&cmp=SNDL&ti=Analytics+Manager&vjs=3,"Manager, Data and Analytics",SNDL,EmployerActive 2 days ago,"Toronto, ON","['8+ years of progressive experience in Business Intelligence, Reporting and Data Analytics', 'Bachelor’s Degree', 'Demonstrated ability to successfully manage large scale digital transformation.', 'Demonstrated strategic thinking, problem solving ability and leadership skills along with relationship management ability.', 'Data and detail oriented along with analytical thinking.', 'Experience in the retail industry is considered an asset.', 'Good understanding of Microsoft applications like PowerBI, PowerApps, Azure, Dynamics 365, Azure Synapse etc.', 'Comfortable in working with Power platforms and knowledge of DAX and data modeling.', 'Knowledge of relational databases, information architecture, data warehousing, ETL and SQL.']"
https://ca.indeed.com/rc/clk?jk=18323c2b4688e420&bb=PeHU9uj3e84LWKbY5-gPppEqOEXFK_rxRKCC03pmDynrbukRG4ZIWCQ2VoyVl5sBYG7cVKE-KlWLumJrih4BHA6bqBRufjkZXkx6hzBj8yri-LVZU-Ymsw%3D%3D&xkcb=SoAP67M3-rXlKf0TU50AbzkdCdPP&fccid=d40ebe11fc879426&vjs=3,"Sr Staff, Machine Learning Compiler & Performance Engineer",Qualcomm,PostedPosted 30+ days ago,"Markham, ON","[""Bachelor's degree in Computer Science, Engineering, Information Systems, or related field and 8+ years of Hardware Engineering, Software Engineering, Systems Engineering, or related work experience. "", ' Demonstrated ability to learn, think and adapt in fast changing environment', ' Detail-oriented with strong problem-solving, analytical and debugging skills', ' Strong communication skills (written and verbal)', ' Strong background in algorithm development and performance analysis is essential']"
https://ca.indeed.com/rc/clk?jk=d170a58a6d26aa78&bb=PeHU9uj3e84LWKbY5-gPpjYop7JoboDAvRFB1RDjwqaYZ8RyLYQwt3HmhkWtnJn855x8FOcl2AK6fKquAmAtQkRaL9P2ZhINLvxeZk6MURbjNzeN2zGnMg%3D%3D&xkcb=SoA167M3-rXlKf0TU50GbzkdCdPP&fccid=003656df63cede32&vjs=3,Director Statistical Programming,AstraZeneca,PostedPosted 30+ days ago,"Mississauga, ON","[' Degree in Mathematics (i.e., Applied Math, Engineering, etc), Statistics, Computer Science, Life Science, or equivalent experience', ' Proven programming leadership experience including input to functional strategies, hiring and nurturing talent, risk management, in global organization/s', ' Thorough knowledge of the clinical development process, regulatory requirements and industry standards', ' Ability to influence relevant stakeholders and global teams', ' Excellent problem solving and conflict resolution skills', ' Experience working in the Respiratory or Immunology therapeutic area', ' Demonstrated experience designing and implementing business processes', ' Willingness and ability to travel']"
https://ca.indeed.com/rc/clk?jk=bcbf01beb5bc12ee&bb=z-evFN-UpcKeHBkNf1XMoaOlXYMFhuJV9UHRX14vrVyQeCPNQv4QE35e5pXoYXCu6S3ufUqd1UMosPk1w_uR5PfSJdxk3f9aAB9ZEbsxUYqlw2mEz9zj7gQ_VQxcRm8t&xkcb=SoBb67M3-rXk3u2adB0LbzkdCdPP&fccid=d69805c705e31f58&cmp=Convverge-Inc.&ti=Business+Consultant&vjs=3,PowerBI/Business Intelligence Consultant,Convverge Inc.,PostedPosted 2 days ago,"Hybrid work in Calgary, AB","['Azure Data Engineer Associate', 'Data Analyst Associate', 'Azure Database Administrator Associate', 'Azure Power Platform Functional Consultant Associate']"
https://ca.indeed.com/rc/clk?jk=b69f092f9ba02e0d&bb=z-evFN-UpcKeHBkNf1XMoYCdyY6QNhzsqEbEGAklRcx-DblUE5c7tDk6vQUA3eRLH7cmIWs3wnWAplL4SleanJVAhsZsp9DzUwuOmJ_HFQu8ZkbzJAW7n5MYJ-VykYVM&xkcb=SoDv67M3-rXk3u2adB0KbzkdCdPP&fccid=477b2a4839f9fec6&vjs=3,Senior Digital & Ecommerce Data Analyst,G Adventures,PostedPosted 30+ days ago,"Toronto, ON","['\n\n     Bachelor’s or College Degree in Marketing, Communications, Information Technology or related experience\n   ', '\n\n     Minimum 5 years of experience in digital analytics\n   ', '\n\n     Skilled with online analytics tools (Google Analytics, Heap)\n   ', '\n\n     Experienced working with Business Intelligence tools to create custom reporting (Looker preferred)\n   ', '\n\n     Intermediate SQL skills with a strong understanding of relational databases\n   ', '\n\n     Experience with LookML strongly preferred, otherwise an appetite to learn Looker’s SQL language\n   ', '\n\n     Experience with Salesforce and Clickup an asset\n   ', '\n\n     Solid knowledge and skills in acquisition marketing, digital marketing\n   ', '\n\n     Knowledge of multi-touch attribution models and ETL (extract, transform, load) data processes and connections to inform O2O (online <> offline) business strategies.\n   ']"
https://ca.indeed.com/rc/clk?jk=3ba58b3b606fd514&bb=z-evFN-UpcKeHBkNf1XMoULR6QqayPBPQzkkX10QkfSBggEGqBE95tavldms9WPA294hTKZg5R5SA0bX4eCnakte5PBmgbRXa0SqxnsBlb7MhJBPf3QXu3WXMhVh4YkC&xkcb=SoBI67M3-rXk3u2adB0PbzkdCdPP&fccid=4cc3badf05436bca&cmp=Norfolk-General-Hospital&ti=Senior+Support+Analyst&vjs=3,Sr. Decision Support Analyst,Norfolk General Hospital,EmployerActive 9 days ago,"Simcoe, ON","['Company pension', 'Dental care', 'Disability insurance', 'Discounted or free food', 'Employee assistance program', 'Extended health care', 'Life insurance', 'On-site gym', 'On-site parking', 'Vision care', 'French not required']"
https://ca.indeed.com/rc/clk?jk=9fe257c6910680be&bb=z-evFN-UpcKeHBkNf1XMoZ2GCWQ-y6Pd52WHI5_VH4FuOFtzsV5jwLMsjrusp3VD2Fz_BsbYujF_JGpmtlY5KovZbu5a_BgyNu8mD4Oxc1YZC94d8UE3zgRDUq5bt9Kp&xkcb=SoA867M3-rXk3u2adB0DbzkdCdPP&fccid=bd6e5401797a265c&vjs=3,VP Product,BroadbandTV Corp.,PostedPosted 24 days ago,Remote in Ontario,"['\n\n       Proven ability to integrate Machine Learning and Generative AI into scalable, impactful products.\n     ', '\n\n       Exceptional leadership skills with a focus on innovation and execution.\n     ']"
